Placement,Reporting Ends,Reach,Impressions, Date,CampaignName,AdSetName,AdName,Frequency,LinkClicks,CTR,CPC,WebForms,CostPerWebForms,VideoPlays,VideoPlays50%,VideoPlays100%,Reporting Starts,Media Source,Creative,,,,Random Date
feed,2021-11-14,31,36,11/18/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.24137931,3,2.77777778,0.89,,,29,3,2,2021-11-14,Facebook,Bird,,,,11/18/2021 0:00
instream_video,2021-11-14,16,14,11/14/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1,2,7.69230769,0.33,,,9,6,3,2021-11-14,Facebook,Dog Grooming Services,,,,11/14/2021 0:00
feed,2021-11-14,153,182,11/10/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.205298013,2,1.0989011,6.25,,,152,21,10,2021-11-14,Facebook,Dog Grooming Services,,,,11/10/2021 0:00
instream_video,2021-11-14,29,37,11/13/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.28,3,3.125,0.22,,,26,22,21,2021-11-14,Facebook,Dog Grooming Services,,,,11/13/2021 0:00
feed,2021-11-15,151,172,11/17/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.136054422,3,1.19760479,6.56067853,,,141,20,6,2021-11-15,Facebook,Dog Grooming Services,,,,11/17/2021 0:00
instream_video,2021-11-15,30,33,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.185185185,2,3.125,0.22,,,31,19,17,2021-11-15,Facebook,Dog Grooming Services,,,,11/20/2021 0:00
marketplace,2021-11-15,4965,7616,11/16/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.533642224,25,0.34152108,2.09826087,,,5102,46,25,2021-11-15,Facebook,Bird,,,,11/16/2021 0:00
feed,2021-11-16,213,241,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.126760563,7,1.25,4.875,,,217,39,8,2021-11-16,Facebook,Dog Grooming Services,,,,11/20/2021 0:00
feed,2021-11-16,45,61,11/12/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.333333333,5,1.66666667,1.39971211,,,50,0,3,2021-11-16,Facebook,Bird,,,,11/12/2021 0:00
marketplace,2021-11-16,4875,7380,11/16/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.514062821,17,0.28474576,2.77766399,,,5026,31,12,2021-11-16,Facebook,Bird,,,,11/16/2021 0:00
feed,2021-11-16,163,201,11/12/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.265822785,3,2.5,2.055,,,171,22,12,2021-11-16,Facebook,Dog Grooming Services,,,,11/12/2021 0:00
instream_video,2021-11-16,31,38,11/19/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.214285714,7,8.82352941,0.13,,,29,20,17,2021-11-16,Facebook,Dog Grooming Services,,,,11/19/2021 0:00
video_feeds,2021-11-16,14,17,11/15/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.090909091,5,16.66666667,0.1,,,15,1,6,2021-11-16,Facebook,Dog Grooming Services,,,,11/15/2021 0:00
instant_article,2021-11-16,7,8,11/14/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.333333333,5,25,0.13,,,5,4,2,2021-11-16,Facebook,Dog Grooming Services,,,,11/14/2021 0:00
marketplace,2021-11-17,5188,7671,11/18/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.478596221,27,0.32603026,2.30636364,,,5105,44,28,2021-11-17,Facebook,Bird,,,,11/18/2021 0:00
instream_video,2021-11-17,30,34,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.172413793,1,2.94117647,0.43,,,23,15,12,2021-11-17,Facebook,Dog Grooming Services,,,,11/20/2021 0:00
feed,2021-11-17,139,170,11/13/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.23880597,5,1.20481928,3.43,,,148,30,11,2021-11-17,Facebook,Dog Grooming Services,,,,11/13/2021 0:00
facebook_stories,2021-11-18,34,34,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.068965517,5,3.22580645,0.5,,,28,6,7,2021-11-18,Facebook,Dog Grooming Services,,,,11/18/2021 0:00
marketplace,2021-11-18,4472,6740,11/15/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.506261181,24,0.34144893,2.4465,,,4372,43,19,2021-11-18,Facebook,Bird,,,,11/15/2021 0:00
feed,2021-11-18,320,348,11/19/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.084639498,4,0.86705202,5.6,,,305,54,25,2021-11-18,Facebook,Dog Grooming Services,,,,11/19/2021 0:00
instream_video,2021-11-18,39,52,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.289473684,7,6.12244898,0.13,,,30,23,19,2021-11-18,Facebook,Dog Grooming Services,,,,11/18/2021 0:00
marketplace,2021-11-19,3799,5746,11/14/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.513442277,13,0.26123302,3.6848441,,,3683,28,14,2021-11-19,Facebook,Bird,,,,11/14/2021 0:00
feed,2021-11-19,324,399,11/22/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.225308642,6,0.25188917,11.84547414,,,329,36,17,2021-11-19,Facebook,Dog Grooming Services,,,,11/22/2021 0:00
video_feeds,2021-11-19,12,10,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1,2,14.28571429,0.26980576,,,11,2,1,2021-11-19,Facebook,Dog Grooming Services,,,,11/20/2021 0:00
feed,2021-11-19,239,259,11/18/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.093617021,3,1.16731518,5.48605036,,,226,39,14,2021-11-19,Facebook,Dog Grooming Services,,,,11/18/2021 0:00
marketplace,2021-11-20,3881,5824,11/17/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.50090276,21,0.29214642,2.99750721,,,3801,37,23,2021-11-20,Facebook,Bird,,,,11/17/2021 0:00
feed,2021-11-20,330,405,11/17/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.230769231,6,0.5,5.755,,,360,48,26,2021-11-20,Facebook,Dog Grooming Services,,,,11/17/2021 0:00
instagram_stories,2021-11-20,7,7,11/24/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1,5,20,0.11,,,5,5,5,2021-11-20,Instagram,Dog Grooming Services,,,,11/24/2021 0:00
instream_video,2021-11-20,9,12,11/24/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.111111111,5,10,0.27,,,9,6,5,2021-11-20,Facebook,Dog Grooming Services,,,,11/24/2021 0:00
facebook_stories,2021-11-20,27,24,11/25/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1,6,4.34782609,1.2,,,26,5,6,2021-11-20,Facebook,Dog Grooming Services,,,,11/25/2021 0:00
facebook_stories,2021-11-21,10,11,11/23/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.25,2,10,0.29,,,13,7,0,2021-11-21,Facebook,Dog Grooming Services,,,,11/23/2021 0:00
marketplace,2021-11-21,4401,6698,11/26/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.521818182,17,0.22401434,3.83833333,,,4464,44,21,2021-11-21,Facebook,Bird,,,,11/26/2021 0:00
marketplace,2021-11-22,4454,6797,11/20/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.526847899,23,0.38257799,2.08217391,,,4676,37,16,2021-11-22,Facebook,Bird,,,,11/20/2021 0:00
instream_video,2021-11-22,20,19,11/18/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1,5,6.66666667,0.33,,,14,11,7,2021-11-22,Facebook,Dog Grooming Services,,,,11/18/2021 0:00
instagram_stories,2021-11-22,8,6,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Shower Static V2,1,5,20,0.02,,,8,5,5,2021-11-22,Instagram,Reptile,,,,11/20/2021 0:00
instream_video,2021-11-22,10,10,11/23/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.111111111,1,10,0.5,,,6,9,4,2021-11-22,Facebook,Dog Grooming Services,,,,11/23/2021 0:00
feed,2021-11-22,189,216,11/26/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.161290323,6,0.46296296,12.51,,,178,26,16,2021-11-22,Facebook,Dog Grooming Services,,,,11/26/2021 0:00
instream_video,2021-11-22,23,25,11/22/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.277777778,3,4.34782609,0.46,,,19,10,11,2021-11-22,Facebook,Dog Grooming Services,,,,11/22/2021 0:00
feed,2021-11-22,153,187,11/21/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.22147651,3,0.54945055,6.73,,,157,25,10,2021-11-22,Facebook,Dog Grooming Services,,,,11/21/2021 0:00
feed,2021-11-23,220,252,11/25/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.132420091,5,1.20967742,6.38,,,211,38,16,2021-11-23,Facebook,Dog Grooming Services,,,,11/25/2021 0:00
instream_video,2021-11-23,192,188,11/22/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1.005347594,9,4.78723404,0.77888889,,,169,97,83,2021-11-23,Facebook,Dog Grooming Services,,,,11/22/2021 0:00
marketplace,2021-11-23,3990,6062,11/23/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.51956849,27,0.42925541,2.0528,,,4141,37,15,2021-11-23,Facebook,Bird,,,,11/23/2021 0:00
marketplace,2021-11-24,3553,5229,11/23/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.472527473,12,0.19135094,6.47714286,,,3470,28,15,2021-11-24,Facebook,Bird,,,,11/23/2021 0:00
feed,2021-11-24,187,228,11/20/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.22826087,5,0.88495575,6.16,,,199,33,15,2021-11-24,Facebook,Dog Grooming Services,,,,11/20/2021 0:00
instream_video,2021-11-24,35,38,11/25/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1.028571429,9,11.11111111,0.3225,,,31,15,18,2021-11-24,Facebook,Dog Grooming Services,,,,11/25/2021 0:00
video_feeds,2021-11-24,32,34,11/24/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.068965517,4,3.22580645,1.99,,,23,8,6,2021-11-24,Facebook,Dog Grooming Services,,,,11/24/2021 0:00
facebook_stories,2021-11-24,56,54,11/21/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.019230769,5,1.88679245,5.3,,,54,11,11,2021-11-24,Facebook,Dog Grooming Services,,,,11/21/2021 0:00
video_feeds,2021-11-25,19,20,11/28/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.058823529,6,5.55555556,0.78,,,17,7,3,2021-11-25,Facebook,Dog Grooming Services,,,,11/28/2021 0:00
video_feeds,2021-11-25,54,58,11/23/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1,2,1.85185185,0.8,,,30,2,3,2021-11-25,Facebook,Dog Grooming Services,,,,11/23/2021 0:00
instream_video,2021-11-25,271,274,11/24/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1.014869888,17,5.86080586,0.58,,,252,128,99,2021-11-25,Facebook,Dog Grooming Services,,,,11/24/2021 0:00
instream_video,2021-11-25,29,24,11/23/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1,3,4.16666667,1.42,,,13,13,12,2021-11-25,Facebook,Dog Grooming Services,,,,11/23/2021 0:00
feed,2021-11-25,119,171,11/21/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.452991453,6,1.17647059,2.82,,,89,2,2,2021-11-25,Facebook,Bird,,,,11/21/2021 0:00
marketplace,2021-11-25,3921,5862,11/24/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.495026779,19,0.27294439,3.15571429,,,3988,40,20,2021-11-25,Facebook,Bird,,,,11/24/2021 0:00
marketplace,2021-11-26,3687,5568,11/30/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.511267988,15,0.26949335,3.08785714,,,3790,38,14,2021-11-26,Facebook,Bird,,,,11/30/2021 0:00
instream_video,2021-11-26,39,41,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1,3,5.26315789,0.64,,,37,23,20,2021-11-26,Facebook,Dog Grooming Services,,,,11/26/2021 0:00
feed,2021-11-26,168,199,11/27/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.161676647,6,1.03092784,5.295,,,172,30,11,2021-11-26,Facebook,Dog Grooming Services,,,,11/27/2021 0:00
feed,2021-11-27,183,216,11/27/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.201117318,6,1.39534884,4.865,,,199,38,16,2021-11-27,Facebook,Dog Grooming Services,,,,11/27/2021 0:00
facebook_stories,2021-11-27,64,65,11/27/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.016949153,6,1.66666667,3.53,,,60,17,10,2021-11-27,Facebook,Dog Grooming Services,,,,11/27/2021 0:00
marketplace,2021-11-27,4163,6400,11/30/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.53786968,15,0.35959975,3.63928571,,,4356,38,19,2021-11-27,Facebook,Bird,,,,11/30/2021 0:00
instream_video,2021-11-28,46,42,12/1/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1,6,4.87804878,0.73,,,39,29,21,2021-11-28,Facebook,Dog Grooming Services,,,,12/1/2021 0:00
marketplace,2021-11-28,4024,6119,12/3/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.521641791,17,0.29426189,2.91117647,,,4064,37,17,2021-11-28,Facebook,Bird,,,,12/3/2021 0:00
marketplace,2021-11-29,3776,5650,12/2/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.496686986,19,0.37187887,2.61444444,,,3748,26,5,2021-11-29,Facebook,Bird,,,,12/2/2021 0:00
video_feeds,2021-11-29,22,26,12/1/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1,6,4.54545455,0.47,,,18,6,2,2021-11-29,Facebook,Dog Grooming Services,,,,12/1/2021 0:00
instream_video,2021-11-29,266,270,11/28/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1.007604563,22,7.54716981,0.40842105,,,246,121,102,2021-11-29,Facebook,Dog Grooming Services,,,,11/28/2021 0:00
video_feeds,2021-11-29,28,31,11/25/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.04,3,3.84615385,1.43,,,17,6,5,2021-11-29,Facebook,Dog Grooming Services,,,,11/25/2021 0:00
video_feeds,2021-11-30,7,7,11/25/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1,6,25,0.24,,,5,1,1,2021-11-30,Facebook,Dog Grooming Services,,,,11/25/2021 0:00
instream_video,2021-11-30,35,37,11/26/2021 0:00,Web Clicks - On-Main,Zip Code,Cooking Animated V2,1,4,3.03030303,0.92,,,37,24,16,2021-11-30,Facebook,Dog Grooming Services,,,,11/26/2021 0:00
marketplace,2021-11-30,3657,5475,11/30/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.49726477,18,0.34709536,2.85352941,,,3656,34,13,2021-11-30,Facebook,Bird,,,,11/30/2021 0:00
feed,2021-11-12,314,420,11/11/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.341853035,3,0.23809524,,,,361,3,1,2021-11-12,Facebook,Bird,,,,11/11/2021 0:00
feed,2021-11-12,189,261,11/10/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.410810811,2,0.38314176,,,,230,39,19,2021-11-12,Facebook,Dog Grooming Services,,,,11/10/2021 0:00
feed,2021-11-13,26,30,11/13/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.208333333,5,3.44827586,,,,28,0,2,2021-11-13,Facebook,Bird,,,,11/13/2021 0:00
feed,2021-11-17,86,116,11/20/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.290697674,2,0.9009009,,,,54,2,0,2021-11-17,Facebook,Bird,,,,11/20/2021 0:00
feed,2021-11-17,180,208,11/19/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.163841808,1,0.48543689,,,,192,21,11,2021-11-17,Facebook,Dog Grooming Services,,,,11/19/2021 0:00
feed,2021-11-18,223,276,11/15/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.233183857,0,0.36363636,,,,234,25,13,2021-11-18,Facebook,Dog Grooming Services,,,,11/15/2021 0:00
facebook_stories,2021-11-19,23,20,11/17/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.052631579,5,5,,,,21,2,3,2021-11-19,Facebook,Dog Grooming Services,,,,11/17/2021 0:00
feed,2021-11-21,151,193,11/19/2021 0:00,Lead Gen - On - Main October - December 2021,Email,Cooking Animated V2,1.31292517,4,1.03626943,,,,173,28,17,2021-11-21,Facebook,Dog Grooming Services,,,,11/19/2021 0:00
feed,2021-11-21,78,110,11/23/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.381578947,3,0.95238095,,,,36,5,4,2021-11-21,Facebook,Bird,,,,11/23/2021 0:00
feed,2021-11-25,189,216,11/22/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.126984127,4,0.46948357,,,,190,28,11,2021-11-25,Facebook,Dog Grooming Services,,,,11/22/2021 0:00
feed,2021-11-26,74,122,11/27/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.710144928,0,0.84745763,,,,58,5,0,2021-11-26,Facebook,Bird,,,,11/27/2021 0:00
video_feeds,2021-11-26,25,30,11/27/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.08,5,3.7037037,,,,15,8,6,2021-11-26,Facebook,Dog Grooming Services,,,,11/27/2021 0:00
video_feeds,2021-11-27,26,21,11/25/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1,4,9.52380952,,,,20,5,6,2021-11-27,Facebook,Dog Grooming Services,,,,11/25/2021 0:00
feed,2021-11-27,49,79,11/23/2021 0:00,ETG - On-Main Video,Zip Code,Video,1.727272727,1,1.31578947,,,,48,2,2,2021-11-27,Facebook,Bird,,,,11/23/2021 0:00
feed,2021-11-28,197,227,12/1/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.152284264,5,0.44052863,,,,201,36,13,2021-11-28,Facebook,Dog Grooming Services,,,,12/1/2021 0:00
feed,2021-11-30,181,192,11/26/2021 0:00,Lead Gen - On - Main October - December 2021,Zip Code + Email,Cooking Animated V2,1.067039106,5,0.52356021,,,,173,30,11,2021-11-30,Facebook,Dog Grooming Services,,,,11/26/2021 0:00
instagram_stories,2021-09-28,159,161,9/26/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Animated V1,1.012987013,0,,,,,157,16,5,2021-09-28,Instagram,Fish,,,,9/26/2021 0:00
instagram_stories,2021-09-27,99,103,9/26/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Animated V1,1.03125,1,,,,,96,8,7,2021-09-27,Instagram,Fish,,,,9/26/2021 0:00
instagram_stories,2021-09-26,57,60,9/25/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Animated V1,1,2,,,,,55,6,6,2021-09-26,Instagram,Fish,,,,9/25/2021 0:00
instagram_stories,2021-09-25,79,81,9/21/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Animated V1,1.040540541,1,,,,,75,8,1,2021-09-25,Instagram,Fish,,,,9/21/2021 0:00
instagram_stories,2021-09-24,33,34,9/29/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Animated V1,1,2,,,,,33,3,0,2021-09-24,Instagram,Fish,,,,9/29/2021 0:00
feed,2021-09-26,22,19,10/1/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1.058823529,0,,,,,17,4,3,2021-09-26,Facebook,Dog Grooming Services,,,,10/1/2021 0:00
feed,2021-09-25,15,19,9/27/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1.307692308,4,,,,,16,6,6,2021-09-25,Facebook,Dog Grooming Services,,,,9/27/2021 0:00
feed,2021-09-24,7,7,9/19/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1,0,,,,,4,5,0,2021-09-24,Facebook,Dog Grooming Services,,,,9/19/2021 0:00
instagram_stories,2021-09-29,71,72,9/25/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1.029411765,3,,,,,73,15,10,2021-09-29,Instagram,Dog Grooming Services,,,,9/25/2021 0:00
feed,2021-09-24,12,12,9/24/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Animated V1,1,1,,,,,13,8,5,2021-09-24,Facebook,Fish,,,,9/24/2021 0:00
instagram_stories,2021-09-27,112,115,9/27/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1.009009009,5,,,,,110,11,9,2021-09-27,Instagram,Dog Grooming Services,,,,9/27/2021 0:00
feed,2021-09-25,20,21,9/28/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Animated V1,1.2,5,,,,,20,8,3,2021-09-25,Facebook,Fish,,,,9/28/2021 0:00
feed,2021-09-26,12,15,9/27/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Heating Animated V1,1.166666667,0,,,,,14,8,7,2021-09-26,Facebook,Fish,,,,9/27/2021 0:00
instagram_stories,2021-09-28,74,70,9/23/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1,2,,,,,71,8,7,2021-09-28,Instagram,Dog Grooming Services,,,,9/23/2021 0:00
instagram_stories,2021-09-26,160,170,9/25/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1.044303797,4,,,,,162,21,16,2021-09-26,Instagram,Dog Grooming Services,,,,9/25/2021 0:00
instagram_stories,2021-09-25,61,65,9/26/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1.016393443,4,,,,,64,9,6,2021-09-25,Instagram,Dog Grooming Services,,,,9/26/2021 0:00
instagram_stories,2021-09-24,106,107,9/19/2021 0:00,Conversions - On-Main - Sep 2021,Zip Codes,Cooking Animated V1,1.00990099,2,,,,,104,10,10,2021-09-24,Instagram,Dog Grooming Services,,,,9/19/2021 0:00
instagram_stories,2021-09-26,62,71,9/27/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1.116666667,3,,,,,65,6,3,2021-09-26,Instagram,Dog Grooming Services,,,,9/27/2021 0:00
instagram_stories,2021-09-24,58,56,9/29/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1,0,,,,,56,7,0,2021-09-24,Instagram,Dog Grooming Services,,,,9/29/2021 0:00
instagram_stories,2021-09-30,19,20,9/28/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1.058823529,1,,,,,18,7,2,2021-09-30,Instagram,Dog Grooming Services,,,,9/28/2021 0:00
feed,2021-09-29,21,27,9/28/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1.5,2,,,,,24,9,3,2021-09-29,Facebook,Fish,,,,9/28/2021 0:00
feed,2021-09-28,25,34,9/23/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1.5,2,,,,,25,6,3,2021-09-28,Facebook,Fish,,,,9/23/2021 0:00
feed,2021-09-26,15,22,9/27/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1.5,2,,,,,17,5,5,2021-09-26,Facebook,Fish,,,,9/27/2021 0:00
feed,2021-09-25,26,33,9/20/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1.476190476,1,,,,,21,10,6,2021-09-25,Facebook,Fish,,,,9/20/2021 0:00
feed,2021-09-24,89,110,9/28/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1.258823529,0,,,,,83,27,10,2021-09-24,Facebook,Fish,,,,9/28/2021 0:00
instagram_stories,2021-09-28,12,9,9/28/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1,3,,,,,11,2,2,2021-09-28,Instagram,Dog Grooming Services,,,,9/28/2021 0:00
feed,2021-09-30,46,55,10/1/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1.317073171,5,,,,,37,8,2,2021-09-30,Facebook,Dog Grooming Services,,,,10/1/2021 0:00
instagram_stories,2021-09-28,20,17,9/27/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1,4,,,,,16,0,3,2021-09-28,Instagram,Fish,,,,9/27/2021 0:00
instagram_stories,2021-09-24,18,18,9/23/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1,3,,,,,16,1,4,2021-09-24,Instagram,Fish,,,,9/23/2021 0:00
instagram_stories,2021-09-27,27,28,9/29/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1.086956522,0,,,,,25,5,2,2021-09-27,Instagram,Fish,,,,9/29/2021 0:00
instagram_stories,2021-09-26,27,27,10/1/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1.043478261,4,,,,,28,6,3,2021-09-26,Instagram,Fish,,,,10/1/2021 0:00
instagram_stories,2021-09-25,13,13,9/20/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1,1,,,,,13,2,1,2021-09-25,Instagram,Fish,,,,9/20/2021 0:00
instagram_stories,2021-09-30,21,20,9/30/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Heating Animated V1,1.052631579,1,,,,,20,5,3,2021-09-30,Instagram,Fish,,,,9/30/2021 0:00
feed,2021-09-26,58,90,9/26/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1.551724138,3,,,,,69,18,8,2021-09-26,Facebook,Dog Grooming Services,,,,9/26/2021 0:00
feed,2021-09-25,46,55,9/26/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1.177777778,1,,,,,43,9,6,2021-09-25,Facebook,Dog Grooming Services,,,,9/26/2021 0:00
feed,2021-09-24,60,76,9/26/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1.25,0,,,,,59,15,7,2021-09-24,Facebook,Dog Grooming Services,,,,9/26/2021 0:00
feed,2021-09-28,30,36,9/24/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1.214285714,5,,,,,24,5,6,2021-09-28,Facebook,Dog Grooming Services,,,,9/24/2021 0:00
feed,2021-09-27,66,94,9/23/2021 0:00,Conversions - On-Main - Sep 2021,Email List,Cooking Animated V1,1.4,1,,,,,68,17,5,2021-09-27,Facebook,Dog Grooming Services,,,,9/23/2021 0:00
